,net,mip,grad,task
59,0.0020444393157958984,0.0,1.305931568145752,signal
60,0.0021958351135253906,0.0,4.475511074066162,signal
61,0.002367258071899414,0.0,0.7890090942382812,signal
62,0.001965045928955078,0.0,4.816848039627075,signal
63,0.0018951892852783203,0.0,0.7418477535247803,signal
64,0.005759716033935547,0.0,0.9309561252593994,signal
65,0.003042936325073242,0.0,0.8777885437011719,signal
66,0.002132892608642578,0.0,9.18865704536438,signal
67,0.0019233226776123047,0.0,0.9267871379852295,signal
68,0.002018451690673828,0.0,4.635169982910156,signal
69,0.0018765926361083984,0.0,0.7795789241790771,signal
70,0.0025327205657958984,0.0,1.1189062595367432,signal
71,0.0026998519897460938,0.0,1.1337032318115234,signal
72,0.002054452896118164,0.0,1.3340117931365967,signal
73,0.0018918514251708984,0.0,1.224884271621704,signal
74,0.0018067359924316406,0.0,4.830159664154053,signal
75,0.0017995834350585938,0.0,4.529504299163818,signal
76,0.0018010139465332031,0.0,0.9333651065826416,signal
77,0.0018362998962402344,0.0,1.2992897033691406,signal
78,0.006357431411743164,0.0,1.0989248752593994,signal
79,0.0018608570098876953,0.0,4.9793970584869385,signal
80,0.0018024444580078125,0.0,1.3045580387115479,signal
81,0.0018749237060546875,0.0,7.600940227508545,signal
82,0.0018339157104492188,0.0,0.77166748046875,signal
83,0.0017938613891601562,0.0,0.9831907749176025,signal
84,0.001806020736694336,0.0,8.999018907546997,signal
85,0.0023479461669921875,0.0,0.9552178382873535,signal
86,0.0021157264709472656,0.0,1.0168747901916504,signal
87,0.0018267631530761719,0.0,0.8230381011962891,signal
88,0.0018038749694824219,0.0,1.014620304107666,signal
89,0.003650665283203125,0.0,9.27559757232666,signal
90,0.0018243789672851562,0.0,0.6536943912506104,signal
91,0.0018274784088134766,0.0,0.8297159671783447,signal
92,0.0018420219421386719,0.0,1.1706726551055908,signal
93,0.003077983856201172,0.0,4.688046455383301,signal
94,0.0032973289489746094,0.0,5.354071617126465,signal
95,0.0026695728302001953,0.0,4.850794553756714,signal
96,0.002470254898071289,0.0,0.9296174049377441,signal
97,0.0020973682403564453,0.0,1.145752191543579,signal
98,0.0019292831420898438,0.0,4.878113746643066,signal
99,0.003107786178588867,0.0,0.9988126754760742,signal
